% Model:              Sample_ExBprobe_.mph
% Version:            COMSOL 6.3.0.290
% Date:               Mar 17 2026, 17:05
% Dimension:          3
% Nodes:              24321
% Expressions:        6
% Description:        x-coordinate, y-coordinate, z-coordinate, Magnetic flux density, x-component, Magnetic flux density, y-component, Magnetic flux density, z-component
% Length unit:        m
% x (m),y (m),z (m),mfnc.Bx (T),mfnc.By (T),mfnc.Bz (T)
-0.0050000,-0.0010000,-0.071000,-5.9800E-5,8.2549E-7,3.0536E-5
-0.0040000,-0.0010000,-0.071000,-6.2147E-5,6.7821E-7,2.4777E-5
-0.0030000,-0.0010000,-0.071000,-6.3538E-5,3.4481E-7,1.8521E-5
-0.0020000,-0.0010000,-0.071000,-6.4608E-5,8.6935E-7,1.1569E-5
-0.0010000,-0.0010000,-0.071000,-6.4443E-5,-2.4558E-7,5.1332E-6
0.0000,-0.0010000,-0.071000,-6.5724E-5,1.3525E-7,-2.0644E-7
0.0010000,-0.0010000,-0.071000,-6.5663E-5,-5.4521E-7,-5.9066E-6
0.0020000,-0.0010000,-0.071000,-6.4580E-5,-3.5200E-7,-1.2486E-5
0.0030000,-0.0010000,-0.071000,-6.3493E-5,-3.5937E-7,-1.8839E-5
0.0040000,-0.0010000,-0.071000,-6.1977E-5,-4.4338E-7,-2.4724E-5
0.0050000,-0.0010000,-0.071000,-6.0248E-5,-8.2025E-7,-3.0562E-5
-0.0050000,1.3553E-20,-0.071000,-5.9747E-5,6.2997E-8,3.0619E-5
-0.0040000,-1.0419E-19,-0.071000,-6.2763E-5,-9.5307E-8,2.4610E-5
-0.0030000,-8.1315E-20,-0.071000,-6.3577E-5,-1.4130E-7,1.8430E-5
-0.0020000,-2.7105E-20,-0.071000,-6.4380E-5,-1.7984E-7,1.2249E-5
-0.0010000,0.0000,-0.071000,-6.5183E-5,-2.1837E-7,6.0680E-6
3.3881E-21,0.0000,-0.071000,-6.6190E-5,1.8789E-8,7.7274E-8
0.0010000,-5.4210E-20,-0.071000,-6.5512E-5,-5.1591E-8,-6.1180E-6
0.0020000,1.0842E-19,-0.071000,-6.4556E-5,-2.7860E-8,-1.2412E-5
0.0030000,1.0842E-19,-0.071000,-6.3601E-5,-4.1278E-9,-1.8706E-5
0.0040000,1.1424E-19,-0.071000,-6.2044E-5,-1.0141E-7,-2.4772E-5
0.0050000,-4.9615E-19,-0.071000,-6.0625E-5,-8.7008E-8,-3.0672E-5
-0.0050000,0.0010000,-0.071000,-5.9896E-5,-8.7250E-7,3.0414E-5
-0.0040000,0.0010000,-0.071000,-6.1981E-5,-7.2427E-7,2.4730E-5
-0.0030000,0.0010000,-0.071000,-6.3543E-5,-2.5600E-7,1.8548E-5
-0.0020000,0.0010000,-0.071000,-6.4337E-5,-2.3246E-7,1.2375E-5
-0.0010000,0.0010000,-0.071000,-6.5142E-5,-2.6966E-7,5.8534E-6
-2.7783E-19,0.0010000,-0.071000,-6.6017E-5,-7.9331E-8,3.2383E-8
0.0010000,0.0010000,-0.071000,-6.5532E-5,2.0413E-7,-6.0581E-6
0.0020000,0.0010000,-0.071000,-6.4537E-5,2.2122E-7,-1.2378E-5
0.0030000,0.0010000,-0.071000,-6.3577E-5,3.2001E-7,-1.8633E-5
0.0040000,0.0010000,-0.071000,-6.2128E-5,2.4107E-7,-2.4819E-5
0.0050000,0.0010000,-0.071000,-5.9944E-5,8.1383E-7,-3.0521E-5
-0.0050000,0.0020000,-0.071000,-5.9775E-5,-1.5173E-6,3.0292E-5
-0.0040000,0.0020000,-0.071000,-6.1677E-5,-1.1336E-6,2.4663E-5
-0.0030000,0.0020000,-0.071000,-6.3126E-5,-8.3016E-7,1.8882E-5
-0.0020000,0.0020000,-0.071000,-6.4445E-5,-6.1404E-7,1.2274E-5
-0.0010000,0.0020000,-0.071000,-6.4886E-5,-2.9291E-7,5.7809E-6
-2.3717E-19,0.0020000,-0.071000,-6.5760E-5,-3.5586E-8,7.6656E-8
0.0010000,0.0020000,-0.071000,-6.5485E-5,1.8020E-7,-6.5327E-6
0.0020000,0.0020000,-0.071000,-6.4463E-5,8.0309E-8,-1.2491E-5
0.0030000,0.0020000,-0.071000,-6.3033E-5,1.0398E-6,-1.8470E-5
0.0040000,0.0020000,-0.071000,-6.1797E-5,1.4487E-6,-2.4515E-5
0.0050000,0.0020000,-0.071000,-5.9496E-5,1.6877E-6,-3.0442E-5
-0.0050000,0.0030000,-0.071000,-5.9198E-5,-2.3823E-6,3.0132E-5
-0.0040000,0.0030000,-0.071000,-6.1246E-5,-1.6535E-6,2.4603E-5
-0.0030000,0.0030000,-0.071000,-6.3016E-5,-1.4986E-6,1.8292E-5
-0.0020000,0.0030000,-0.071000,-6.3894E-5,-9.8854E-7,1.2190E-5
-0.0010000,0.0030000,-0.071000,-6.4629E-5,-2.4917E-7,5.8252E-6
2.7105E-20,0.0030000,-0.071000,-6.5286E-5,1.2643E-8,1.3450E-7
0.0010000,0.0030000,-0.071000,-6.4953E-5,3.3905E-7,-6.2974E-6
0.0020000,0.0030000,-0.071000,-6.4085E-5,9.5992E-7,-1.2529E-5
0.0030000,0.0030000,-0.071000,-6.2857E-5,1.4925E-6,-1.8532E-5
0.0040000,0.0030000,-0.071000,-6.1576E-5,2.0523E-6,-2.4187E-5
0.0050000,0.0030000,-0.071000,-5.9265E-5,2.3120E-6,-3.0108E-5
-0.0050000,0.0040000,-0.071000,-5.8372E-5,-2.9564E-6,3.0155E-5
-0.0040000,0.0040000,-0.071000,-6.0740E-5,-2.6316E-6,2.4125E-5
-0.0030000,0.0040000,-0.071000,-6.2464E-5,-1.8381E-6,1.8146E-5
-0.0020000,0.0040000,-0.071000,-6.3343E-5,-1.2884E-6,1.2272E-5
-0.0010000,0.0040000,-0.071000,-6.4178E-5,-8.1715E-7,5.9608E-6
2.1684E-19,0.0040000,-0.071000,-6.4553E-5,-1.1375E-7,2.4697E-7
0.0010000,0.0040000,-0.071000,-6.4265E-5,5.3902E-7,-5.9265E-6
0.0020000,0.0040000,-0.071000,-6.3500E-5,1.2271E-6,-1.2390E-5
0.0030000,0.0040000,-0.071000,-6.2063E-5,1.9377E-6,-1.8469E-5
0.0040000,0.0040000,-0.071000,-6.0791E-5,2.5511E-6,-2.4186E-5
0.0050000,0.0040000,-0.071000,-5.8748E-5,3.1403E-6,-2.9811E-5
-0.0050000,0.0050000,-0.071000,-5.8105E-5,-3.5928E-6,2.9110E-5
-0.0040000,0.0050000,-0.071000,-5.9969E-5,-3.2206E-6,2.3920E-5
-0.0030000,0.0050000,-0.071000,-6.1766E-5,-2.2991E-6,1.7988E-5
-0.0020000,0.0050000,-0.071000,-6.2704E-5,-1.6397E-6,1.2236E-5
-0.0010000,0.0050000,-0.071000,-6.3532E-5,-8.4313E-7,5.8041E-6
1.3553E-19,0.0050000,-0.071000,-6.3795E-5,-8.5708E-8,1.9585E-7
0.0010000,0.0050000,-0.071000,-6.3603E-5,6.8399E-7,-5.8100E-6
0.0020000,0.0050000,-0.071000,-6.2770E-5,1.4712E-6,-1.1964E-5
0.0030000,0.0050000,-0.071000,-6.1363E-5,2.5689E-6,-1.8196E-5
0.0040000,0.0050000,-0.071000,-6.0067E-5,3.0470E-6,-2.3873E-5
0.0050000,0.0050000,-0.071000,-5.8051E-5,3.8188E-6,-2.9338E-5
-0.0050000,-0.0050000,-0.070000,-6.3556E-5,4.3193E-6,3.2677E-5
-0.0040000,-0.0050000,-0.070000,-6.6178E-5,3.4966E-6,2.6485E-5
-0.0030000,-0.0050000,-0.070000,-6.7988E-5,2.6079E-6,2.0221E-5
-0.0020000,-0.0050000,-0.070000,-6.9377E-5,1.7521E-6,1.3451E-5
-0.0010000,-0.0050000,-0.070000,-6.9629E-5,5.9427E-7,6.9121E-6
0.0000,-0.0050000,-0.070000,-7.0600E-5,-3.1407E-7,1.4654E-7
0.0010000,-0.0050000,-0.070000,-6.9729E-5,-8.0172E-7,-6.5629E-6
0.0020000,-0.0050000,-0.070000,-6.8952E-5,-1.8859E-6,-1.2934E-5
0.0030000,-0.0050000,-0.070000,-6.7891E-5,-2.6057E-6,-2.0180E-5
0.0040000,-0.0050000,-0.070000,-6.5991E-5,-3.3627E-6,-2.6576E-5
0.0050000,-0.0050000,-0.070000,-6.3832E-5,-4.3811E-6,-3.2702E-5
-0.0050000,-0.0040000,-0.070000,-6.4288E-5,3.3850E-6,3.3015E-5
-0.0040000,-0.0040000,-0.070000,-6.7146E-5,2.5386E-6,2.6688E-5
-0.0030000,-0.0040000,-0.070000,-6.8728E-5,2.2443E-6,2.0121E-5
-0.0020000,-0.0040000,-0.070000,-7.0130E-5,1.0547E-6,1.3338E-5
-0.0010000,-0.0040000,-0.070000,-7.0325E-5,7.9450E-7,6.6833E-6
-1.3553E-20,-0.0040000,-0.070000,-7.0690E-5,1.0861E-7,5.1071E-7
0.0010000,-0.0040000,-0.070000,-7.0689E-5,-5.4143E-7,-6.6583E-6
0.0020000,-0.0040000,-0.070000,-6.9939E-5,-1.4563E-6,-1.3498E-5
0.0030000,-0.0040000,-0.070000,-6.8527E-5,-2.2220E-6,-2.0546E-5
0.0040000,-0.0040000,-0.070000,-6.6726E-5,-2.8777E-6,-2.7006E-5
0.0050000,-0.0040000,-0.070000,-6.4743E-5,-3.5930E-6,-3.3052E-5
-0.0050000,-0.0030000,-0.070000,-6.4977E-5,2.6181E-6,3.3452E-5
-0.0040000,-0.0030000,-0.070000,-6.7439E-5,2.1835E-6,2.7090E-5
-0.0030000,-0.0030000,-0.070000,-6.9242E-5,1.1099E-6,2.0224E-5
-0.0020000,-0.0030000,-0.070000,-7.1046E-5,3.6394E-8,1.3358E-5
-0.0010000,-0.0030000,-0.070000,-7.1053E-5,2.7415E-7,6.5482E-6
-1.3129E-19,-0.0030000,-0.070000,-7.1450E-5,-1.7468E-7,6.1638E-8
0.0010000,-0.0030000,-0.070000,-7.1363E-5,-4.9167E-7,-6.8803E-6
0.0020000,-0.0030000,-0.070000,-7.0854E-5,-1.1353E-6,-1.3776E-5
0.0030000,-0.0030000,-0.070000,-6.9212E-5,-1.9131E-6,-2.0823E-5
0.0040000,-0.0030000,-0.070000,-6.7234E-5,-2.2725E-6,-2.7343E-5
0.0050000,-0.0030000,-0.070000,-6.5617E-5,-2.5756E-6,-3.3327E-5
-0.0050000,-0.0020000,-0.070000,-6.5357E-5,1.6710E-6,3.3619E-5
-0.0040000,-0.0020000,-0.070000,-6.7822E-5,1.4045E-6,2.7602E-5
-0.0030000,-0.0020000,-0.070000,-7.0316E-5,1.0672E-6,2.0886E-5
-0.0020000,-0.0020000,-0.070000,-7.1024E-5,4.6814E-7,1.3839E-5
-0.0010000,-0.0020000,-0.070000,-7.1254E-5,1.9789E-7,6.7576E-6
6.4375E-20,-0.0020000,-0.070000,-7.1767E-5,-9.8543E-8,-2.2892E-7
0.0010000,-0.0020000,-0.070000,-7.1680E-5,-4.1553E-7,-7.1709E-6
0.0020000,-0.0020000,-0.070000,-7.1497E-5,-7.6395E-7,-1.3989E-5
0.0030000,-0.0020000,-0.070000,-6.9631E-5,-1.0789E-6,-2.0832E-5
0.0040000,-0.0020000,-0.070000,-6.7525E-5,-1.4439E-6,-2.7478E-5
0.0050000,-0.0020000,-0.070000,-6.5750E-5,-1.7296E-6,-3.3505E-5
-0.0050000,-0.0010000,-0.070000,-6.5469E-5,7.9797E-7,3.3481E-5
-0.0040000,-0.0010000,-0.070000,-6.7967E-5,4.7782E-7,2.7818E-5
-0.0030000,-0.0010000,-0.070000,-7.0499E-5,3.6947E-7,2.0959E-5
-0.0020000,-0.0010000,-0.070000,-7.1588E-5,9.1490E-7,1.3979E-5
-0.0010000,-0.0010000,-0.070000,-7.1525E-5,1.6135E-7,7.1646E-6
-1.3097E-19,-0.0010000,-0.070000,-7.2273E-5,-1.7089E-7,-4.4061E-7
0.0010000,-0.0010000,-0.070000,-7.2527E-5,-7.2081E-7,-7.2998E-6
0.0020000,-0.0010000,-0.070000,-7.1243E-5,-4.6711E-7,-1.4164E-5
0.0030000,-0.0010000,-0.070000,-6.9959E-5,-2.1341E-7,-2.1028E-5
0.0040000,-0.0010000,-0.070000,-6.7815E-5,-5.5292E-7,-2.7708E-5
0.0050000,-0.0010000,-0.070000,-6.5955E-5,-9.0860E-7,-3.3664E-5
-0.0050000,6.0139E-20,-0.070000,-6.5580E-5,-7.5025E-8,3.3343E-5
-0.0040000,-2.1684E-19,-0.070000,-6.9006E-5,-2.6265E-7,2.7160E-5
-0.0030000,-8.1315E-20,-0.070000,-6.9954E-5,-2.6290E-7,2.1004E-5
-0.0020000,-2.1684E-19,-0.070000,-7.1042E-5,2.8253E-7,1.4024E-5
-0.0010000,5.7175E-20,-0.070000,-7.1732E-5,2.0634E-6,7.6813E-6
3.7947E-19,5.3787E-20,-0.070000,-7.3530E-5,1.7606E-6,-5.1860E-7
0.0010000,7.8774E-20,-0.070000,-7.2622E-5,-7.2355E-8,-6.9425E-6
0.0020000,2.5411E-20,-0.070000,-7.0851E-5,4.5666E-8,-1.4676E-5
0.0030000,1.6263E-19,-0.070000,-6.9895E-5,6.9397E-8,-2.0970E-5
0.0040000,1.7258E-19,-0.070000,-6.7930E-5,-1.4837E-7,-2.7766E-5
0.0050000,-1.3553E-20,-0.070000,-6.6269E-5,-1.8361E-7,-3.3725E-5
-0.0050000,0.0010000,-0.070000,-6.5994E-5,-8.6178E-7,3.3622E-5
-0.0040000,0.0010000,-0.070000,-6.8921E-5,-1.5992E-9,2.6933E-5
-0.0030000,0.0010000,-0.070000,-6.9838E-5,-1.1622E-7,2.0545E-5
-0.0020000,0.0010000,-0.070000,-7.0873E-5,-3.7332E-7,1.3949E-5
-0.0010000,0.0010000,-0.070000,-7.2046E-5,-7.0379E-7,7.4797E-6
5.9631E-19,0.0010000,-0.070000,-7.2573E-5,1.9823E-7,-5.0893E-7
0.0010000,0.0010000,-0.070000,-7.2298E-5,8.3068E-7,-7.6306E-6
0.0020000,0.0010000,-0.070000,-7.1146E-5,5.6986E-7,-1.4240E-5
0.0030000,0.0010000,-0.070000,-6.9995E-5,3.0903E-7,-2.0849E-5
0.0040000,0.0010000,-0.070000,-6.8322E-5,5.5510E-7,-2.7431E-5
0.0050000,0.0010000,-0.070000,-6.5677E-5,8.4723E-7,-3.3514E-5
-0.0050000,0.0020000,-0.070000,-6.5584E-5,-1.7225E-6,3.3458E-5
-0.0040000,0.0020000,-0.070000,-6.7863E-5,-1.4162E-6,2.6879E-5
-0.0030000,0.0020000,-0.070000,-7.0095E-5,-6.3559E-7,2.0354E-5
-0.0020000,0.0020000,-0.070000,-7.1130E-5,-8.9268E-7,1.3758E-5
-0.0010000,0.0020000,-0.070000,-7.1485E-5,-5.3628E-7,7.1187E-6
2.7105E-20,0.0020000,-0.070000,-7.2151E-5,-1.8001E-8,-1.6664E-7
0.0010000,0.0020000,-0.070000,-7.2142E-5,1.9020E-7,-6.8238E-6
0.0020000,0.0020000,-0.070000,-7.0187E-5,-6.2871E-7,-1.3567E-5
0.0030000,0.0020000,-0.070000,-6.9904E-5,1.0270E-6,-2.0573E-5
0.0040000,0.0020000,-0.070000,-6.7845E-5,1.5035E-6,-2.7444E-5
0.0050000,0.0020000,-0.070000,-6.5423E-5,1.7530E-6,-3.3495E-5
-0.0050000,0.0030000,-0.070000,-6.5243E-5,-2.6039E-6,3.3224E-5
-0.0040000,0.0030000,-0.070000,-6.7319E-5,-2.1755E-6,2.6357E-5
-0.0030000,0.0030000,-0.070000,-6.9649E-5,-1.6318E-6,2.0283E-5
-0.0020000,0.0030000,-0.070000,-7.0755E-5,-9.0618E-7,1.3572E-5
-0.0010000,0.0030000,-0.070000,-7.1215E-5,-6.1109E-7,6.9269E-6
2.7105E-20,0.0030000,-0.070000,-7.1943E-5,2.2641E-8,-1.5664E-7
0.0010000,0.0030000,-0.070000,-7.1416E-5,7.0997E-7,-6.9280E-6
0.0020000,0.0030000,-0.070000,-7.0651E-5,1.3980E-6,-1.3391E-5
0.0030000,0.0030000,-0.070000,-6.9205E-5,1.5293E-6,-2.0286E-5
0.0040000,0.0030000,-0.070000,-6.7277E-5,2.2633E-6,-2.7379E-5
0.0050000,0.0030000,-0.070000,-6.5186E-5,2.6334E-6,-3.3363E-5
-0.0050000,0.0040000,-0.070000,-6.4761E-5,-3.4509E-6,3.2910E-5
-0.0040000,0.0040000,-0.070000,-6.6762E-5,-2.8422E-6,2.6240E-5
-0.0030000,0.0040000,-0.070000,-6.8811E-5,-2.0312E-6,2.0078E-5
-0.0020000,0.0040000,-0.070000,-7.0072E-5,-1.3217E-6,1.3525E-5
-0.0010000,0.0040000,-0.070000,-7.0949E-5,-6.5508E-7,6.7931E-6
2.7105E-20,0.0040000,-0.070000,-7.1494E-5,2.2190E-7,-9.3881E-8
0.0010000,0.0040000,-0.070000,-7.0728E-5,9.0995E-7,-6.5571E-6
0.0020000,0.0040000,-0.070000,-7.0100E-5,1.3454E-6,-1.3445E-5
0.0030000,0.0040000,-0.070000,-6.8693E-5,2.4430E-6,-1.9677E-5
0.0040000,0.0040000,-0.070000,-6.6585E-5,2.7068E-6,-2.6884E-5
0.0050000,0.0040000,-0.070000,-6.4885E-5,3.5617E-6,-3.3033E-5
-0.0050000,0.0050000,-0.070000,-6.3935E-5,-4.3410E-6,3.2569E-5
-0.0040000,0.0050000,-0.070000,-6.5974E-5,-3.2447E-6,2.6014E-5
-0.0030000,0.0050000,-0.070000,-6.8006E-5,-2.5473E-6,1.9874E-5
-0.0020000,0.0050000,-0.070000,-6.9266E-5,-1.8287E-6,1.3336E-5
-0.0010000,0.0050000,-0.070000,-7.0184E-5,-7.8214E-7,6.8260E-6
2.7105E-20,0.0050000,-0.070000,-7.0579E-5,-2.7825E-7,-2.2101E-8
0.0010000,0.0050000,-0.070000,-7.0409E-5,8.2538E-7,-6.9116E-6
0.0020000,0.0050000,-0.070000,-6.9057E-5,1.7219E-6,-1.3266E-5
0.0030000,0.0050000,-0.070000,-6.7991E-5,2.4582E-6,-2.0427E-5
0.0040000,0.0050000,-0.070000,-6.6042E-5,3.3604E-6,-2.6029E-5
0.0050000,0.0050000,-0.070000,-6.3782E-5,4.2353E-6,-3.2556E-5
-0.0050000,-0.0050000,-0.069000,-7.0186E-5,4.6548E-6,3.5994E-5
-0.0040000,-0.0050000,-0.069000,-7.3128E-5,3.7230E-6,2.9111E-5
-0.0030000,-0.0050000,-0.069000,-7.4758E-5,2.8761E-6,2.1790E-5
-0.0020000,-0.0050000,-0.069000,-7.6147E-5,2.0204E-6,1.5021E-5
-0.0010000,-0.0050000,-0.069000,-7.6938E-5,9.5553E-7,6.8893E-6
-5.4210E-20,-0.0050000,-0.069000,-7.7135E-5,-1.2617E-7,-1.7278E-8
0.0010000,-0.0050000,-0.069000,-7.6773E-5,-1.2219E-6,-7.6559E-6
0.0020000,-0.0050000,-0.069000,-7.6058E-5,-2.0189E-6,-1.4851E-5
0.0030000,-0.0050000,-0.069000,-7.5459E-5,-2.9861E-6,-2.1959E-5
0.0040000,-0.0050000,-0.069000,-7.2454E-5,-3.9326E-6,-2.9085E-5
0.0050000,-0.0050000,-0.069000,-7.0240E-5,-4.7307E-6,-3.6069E-5
-0.0050000,-0.0040000,-0.069000,-7.0870E-5,3.8508E-6,3.6519E-5
-0.0040000,-0.0040000,-0.069000,-7.3787E-5,3.1535E-6,2.9675E-5
-0.0030000,-0.0040000,-0.069000,-7.5306E-5,2.2273E-6,2.2237E-5
-0.0020000,-0.0040000,-0.069000,-7.6878E-5,2.0966E-6,1.5872E-5
-0.0010000,-0.0040000,-0.069000,-7.8461E-5,1.8022E-6,9.3044E-6
-1.3553E-19,-0.0040000,-0.069000,-7.8209E-5,-5.2571E-8,-7.8724E-7
0.0010000,-0.0040000,-0.069000,-7.7576E-5,-9.0282E-7,-7.9278E-6
0.0020000,-0.0040000,-0.069000,-7.6943E-5,-1.7531E-6,-1.5068E-5
0.0030000,-0.0040000,-0.069000,-7.5641E-5,-2.4330E-6,-2.2281E-5
0.0040000,-0.0040000,-0.069000,-7.3759E-5,-3.2243E-6,-2.8965E-5
0.0050000,-0.0040000,-0.069000,-7.1054E-5,-3.9433E-6,-3.6243E-5
-0.0050000,-0.0030000,-0.069000,-7.2095E-5,2.9599E-6,3.6734E-5
-0.0040000,-0.0030000,-0.069000,-7.4713E-5,2.2357E-6,2.9906E-5
-0.0030000,-0.0030000,-0.069000,-7.6108E-5,1.7723E-6,2.2278E-5
-0.0020000,-0.0030000,-0.069000,-7.7912E-5,6.9877E-7,1.5412E-5
-0.0010000,-0.0030000,-0.069000,-7.8066E-5,6.4136E-7,8.3821E-6
-1.0032E-19,-0.0030000,-0.069000,-7.8920E-5,7.2398E-8,3.8995E-8
0.0010000,-0.0030000,-0.069000,-7.8443E-5,-4.9902E-7,-8.2377E-6
0.0020000,-0.0030000,-0.069000,-7.7793E-5,-1.3703E-6,-1.5318E-5
0.0030000,-0.0030000,-0.069000,-7.6352E-5,-2.2046E-6,-2.2142E-5
0.0040000,-0.0030000,-0.069000,-7.4122E-5,-2.3411E-6,-2.9292E-5
0.0050000,-0.0030000,-0.069000,-7.1999E-5,-2.7527E-6,-3.6501E-5
-0.0050000,-0.0020000,-0.069000,-7.2065E-5,1.7939E-6,3.7281E-5
-0.0040000,-0.0020000,-0.069000,-7.4486E-5,1.6198E-6,3.0150E-5
-0.0030000,-0.0020000,-0.069000,-7.7182E-5,1.7296E-6,2.2940E-5
-0.0020000,-0.0020000,-0.069000,-7.8106E-5,8.7506E-7,1.5871E-5
-0.0010000,-0.0020000,-0.069000,-7.8712E-5,5.2219E-7,8.3767E-6
-1.7608E-19,-0.0020000,-0.069000,-7.9607E-5,-8.7482E-8,-3.7477E-8
0.0010000,-0.0020000,-0.069000,-7.8989E-5,-7.7498E-7,-8.0591E-6
0.0020000,-0.0020000,-0.069000,-7.8251E-5,-1.0576E-6,-1.5699E-5
0.0030000,-0.0020000,-0.069000,-7.6599E-5,-1.0876E-6,-2.2334E-5
0.0040000,-0.0020000,-0.069000,-7.4542E-5,-1.5070E-6,-2.9301E-5
0.0050000,-0.0020000,-0.069000,-7.2131E-5,-1.9067E-6,-3.6678E-5
-0.0050000,-0.0010000,-0.069000,-7.2208E-5,8.6860E-7,3.7539E-5
-0.0040000,-0.0010000,-0.069000,-7.4631E-5,6.9305E-7,3.0365E-5
-0.0030000,-0.0010000,-0.069000,-7.7480E-5,4.1502E-7,2.3369E-5
-0.0020000,-0.0010000,-0.069000,-7.8377E-5,8.3852E-7,1.6278E-5
-0.0010000,-0.0010000,-0.069000,-7.9305E-5,4.1826E-7,8.4263E-6
-1.1604E-19,-0.0010000,-0.069000,-8.0295E-5,-2.4736E-7,-1.1395E-7
0.0010000,-0.0010000,-0.069000,-7.9278E-5,-5.7408E-7,-8.1214E-6
0.0020000,-0.0010000,-0.069000,-7.8248E-5,-5.1216E-7,-1.5596E-5
0.0030000,-0.0010000,-0.069000,-7.6712E-5,-5.0920E-7,-2.2756E-5
0.0040000,-0.0010000,-0.069000,-7.4961E-5,-6.7278E-7,-2.9310E-5
0.0050000,-0.0010000,-0.069000,-7.2264E-5,-1.0607E-6,-3.6855E-5
-0.0050000,-2.0329E-19,-0.069000,-7.1872E-5,-5.6206E-7,3.7383E-5
-0.0040000,-2.7105E-19,-0.069000,-7.5846E-5,-7.6278E-7,3.0395E-5
-0.0030000,-5.4210E-20,-0.069000,-7.6934E-5,-2.1735E-7,2.3415E-5
-0.0020000,8.0892E-20,-0.069000,-7.8134E-5,8.8583E-7,1.6198E-5
-0.0010000,4.5316E-20,-0.069000,-7.9932E-5,5.8310E-7,7.9981E-6
-3.4686E-19,7.2591E-19,-0.069000,-8.1738E-5,2.2825E-7,-1.9586E-7
0.0010000,2.1218E-19,-0.069000,-7.9217E-5,-2.8859E-8,-8.0799E-6
0.0020000,3.0639E-19,-0.069000,-7.8245E-5,3.3309E-8,-1.5493E-5
0.0030000,5.1762E-19,-0.069000,-7.6709E-5,3.6266E-8,-2.2653E-5
0.0040000,4.2987E-19,-0.069000,-7.5173E-5,3.9222E-8,-2.9813E-5
0.0050000,1.0842E-19,-0.069000,-7.2516E-5,-1.9087E-7,-3.7582E-5
-0.0050000,0.0010000,-0.069000,-7.2591E-5,-1.1502E-6,3.6998E-5
-0.0040000,0.0010000,-0.069000,-7.4351E-5,-1.9851E-6,3.0478E-5
-0.0030000,0.0010000,-0.069000,-7.6743E-5,-1.0158E-6,2.3572E-5
-0.0020000,0.0010000,-0.069000,-7.8335E-5,-7.9781E-7,1.5691E-5
-0.0010000,0.0010000,-0.069000,-7.9928E-5,-5.7987E-7,7.8094E-6
2.7105E-19,0.0010000,-0.069000,-8.0432E-5,2.1083E-7,-1.7966E-7
0.0010000,0.0010000,-0.069000,-7.9155E-5,5.1636E-7,-8.0385E-6
0.0020000,0.0010000,-0.069000,-7.8242E-5,5.7877E-7,-1.5391E-5
0.0030000,0.0010000,-0.069000,-7.6706E-5,5.8173E-7,-2.2550E-5
0.0040000,0.0010000,-0.069000,-7.5193E-5,5.4223E-7,-2.9533E-5
0.0050000,0.0010000,-0.069000,-7.2484E-5,1.0437E-6,-3.7380E-5
-0.0050000,0.0020000,-0.069000,-7.2079E-5,-2.0945E-6,3.7578E-5
-0.0040000,0.0020000,-0.069000,-7.4832E-5,-1.5344E-6,3.0155E-5
-0.0030000,0.0020000,-0.069000,-7.5689E-5,-2.3880E-6,2.2597E-5
-0.0020000,0.0020000,-0.069000,-7.8118E-5,-1.3880E-6,1.5815E-5
-0.0010000,0.0020000,-0.069000,-7.9155E-5,-6.2853E-7,7.8287E-6
3.2526E-19,0.0020000,-0.069000,-7.9806E-5,1.2426E-7,-1.6706E-7
0.0010000,0.0020000,-0.069000,-7.8872E-5,7.4970E-7,-8.0255E-6
0.0020000,0.0020000,-0.069000,-7.7682E-5,1.1230E-6,-1.5888E-5
0.0030000,0.0020000,-0.069000,-7.6776E-5,1.0141E-6,-2.2675E-5
0.0040000,0.0020000,-0.069000,-7.4716E-5,1.4906E-6,-2.9546E-5
0.0050000,0.0020000,-0.069000,-7.2207E-5,1.9733E-6,-3.7127E-5
-0.0050000,0.0030000,-0.069000,-7.1643E-5,-2.8500E-6,3.6752E-5
-0.0040000,0.0030000,-0.069000,-7.4106E-5,-2.4242E-6,3.0155E-5
-0.0030000,0.0030000,-0.069000,-7.6390E-5,-1.6353E-6,2.2058E-5
-0.0020000,0.0030000,-0.069000,-7.6620E-5,-2.4465E-6,1.6513E-5
-0.0010000,0.0030000,-0.069000,-7.8395E-5,-6.8121E-7,7.8306E-6
-5.4210E-20,0.0030000,-0.069000,-7.9181E-5,3.7693E-8,-1.5447E-7
0.0010000,0.0030000,-0.069000,-7.8247E-5,6.6314E-7,-8.0129E-6
0.0020000,0.0030000,-0.069000,-7.7722E-5,1.2083E-6,-1.5141E-5
0.0030000,0.0030000,-0.069000,-7.6091E-5,1.6043E-6,-2.2912E-5
0.0040000,0.0030000,-0.069000,-7.4240E-5,2.4390E-6,-2.9559E-5
0.0050000,0.0030000,-0.069000,-7.1111E-5,2.7820E-6,-3.6483E-5
-0.0050000,0.0040000,-0.069000,-7.0872E-5,-4.0933E-6,3.6292E-5
-0.0040000,0.0040000,-0.069000,-7.3445E-5,-3.0889E-6,2.9850E-5
-0.0030000,0.0040000,-0.069000,-7.5585E-5,-2.3132E-6,2.2443E-5
-0.0020000,0.0040000,-0.069000,-7.6874E-5,-1.5471E-6,1.4678E-5
-0.0010000,0.0040000,-0.069000,-7.7524E-5,-8.0326E-7,6.7883E-6
1.6263E-19,0.0040000,-0.069000,-7.8555E-5,-4.8874E-8,-1.4188E-7
0.0010000,0.0040000,-0.069000,-7.7565E-5,1.0579E-6,-6.8953E-6
